Wait Time,Nationality,Outcome,Period in which decisions made,Count
6 months to under 1 year,Namibia,Refusal,2014 Q3,2
6 months to under 1 year,Nepal,Refusal,2014 Q3,2
6 months to under 1 year,Nigeria,Refusal,2014 Q3,46
6 months to under 1 year,Occupied Palestinian Territories,Refusal,2014 Q3,1
6 months to under 1 year,Pakistan,Refusal,2014 Q3,66
6 months to under 1 year,Philippines,Refusal,2014 Q3,1
6 months to under 1 year,Poland,Refusal,2014 Q3,3
6 months to under 1 year,Portugal,Refusal,2014 Q3,1
6 months to under 1 year,Refugee,Refusal,2014 Q3,1
6 months to under 1 year,Romania,Refusal,2014 Q3,3
6 months to under 1 year,Russia,Refusal,2014 Q3,3
6 months to under 1 year,Rwanda,Refusal,2014 Q3,1
6 months to under 1 year,Saudi Arabia,Refusal,2014 Q3,1
6 months to under 1 year,Sierra Leone,Refusal,2014 Q3,5
6 months to under 1 year,Somalia,Refusal,2014 Q3,7
6 months to under 1 year,South Africa,Refusal,2014 Q3,1
6 months to under 1 year,Sri Lanka,Refusal,2014 Q3,63
6 months to under 1 year,Stateless,Refusal,2014 Q3,4
6 months to under 1 year,Sudan,Refusal,2014 Q3,7
6 months to under 1 year,Syria,Refusal,2014 Q3,10
6 months to under 1 year,Tanzania,Refusal,2014 Q3,2
6 months to under 1 year,Togo,Refusal,2014 Q3,1
6 months to under 1 year,Trinidad and Tobago,Refusal,2014 Q3,1
6 months to under 1 year,Turkey,Refusal,2014 Q3,6
6 months to under 1 year,Turkmenistan,Refusal,2014 Q3,1
6 months to under 1 year,Uganda,Refusal,2014 Q3,6
6 months to under 1 year,Ukraine,Refusal,2014 Q3,3
6 months to under 1 year,United States,Refusal,2014 Q3,3
6 months to under 1 year,Vietnam,Refusal,2014 Q3,11
6 months to under 1 year,Yemen,Refusal,2014 Q3,1
6 months to under 1 year,Zambia,Refusal,2014 Q3,2
6 months to under 1 year,Zimbabwe,Refusal,2014 Q3,11
6 months to under 1 year,Afghanistan,Refusal,2014 Q4,19
6 months to under 1 year,Albania,Refusal,2014 Q4,38
6 months to under 1 year,Algeria,Refusal,2014 Q4,4
6 months to under 1 year,Angola,Refusal,2014 Q4,1
6 months to under 1 year,Argentina,Refusal,2014 Q4,1
6 months to under 1 year,Bangladesh,Refusal,2014 Q4,20
6 months to under 1 year,Barbados,Refusal,2014 Q4,1
6 months to under 1 year,Benin,Refusal,2014 Q4,1
6 months to under 1 year,Burma,Refusal,2014 Q4,4
6 months to under 1 year,Cameroon,Refusal,2014 Q4,2
6 months to under 1 year,Central African Republic,Refusal,2014 Q4,1
6 months to under 1 year,China,Refusal,2014 Q4,16
6 months to under 1 year,Congo,Refusal,2014 Q4,1
6 months to under 1 year,Congo (Democratic Republic),Refusal,2014 Q4,11
6 months to under 1 year,Costa Rica,Refusal,2014 Q4,1
6 months to under 1 year,Egypt,Refusal,2014 Q4,10
6 months to under 1 year,Eritrea,Refusal,2014 Q4,16
6 months to under 1 year,Ethiopia,Refusal,2014 Q4,5
6 months to under 1 year,France,Refusal,2014 Q4,1
6 months to under 1 year,"Gambia, The",Refusal,2014 Q4,16
6 months to under 1 year,Georgia,Refusal,2014 Q4,1
6 months to under 1 year,Ghana,Refusal,2014 Q4,5
6 months to under 1 year,Guinea,Refusal,2014 Q4,1
6 months to under 1 year,India,Refusal,2014 Q4,12
6 months to under 1 year,Iran,Refusal,2014 Q4,53
6 months to under 1 year,Iraq,Refusal,2014 Q4,13
6 months to under 1 year,Ivory Coast,Refusal,2014 Q4,2
6 months to under 1 year,Jamaica,Refusal,2014 Q4,9
6 months to under 1 year,Kenya,Refusal,2014 Q4,1
6 months to under 1 year,Korea (North),Refusal,2014 Q4,3
6 months to under 1 year,Korea (South),Refusal,2014 Q4,1
6 months to under 1 year,Kuwait,Refusal,2014 Q4,1
6 months to under 1 year,Laos,Refusal,2014 Q4,1
6 months to under 1 year,Libya,Refusal,2014 Q4,5
6 months to under 1 year,Lithuania,Refusal,2014 Q4,4
6 months to under 1 year,Macedonia,Refusal,2014 Q4,2
6 months to under 1 year,Malawi,Refusal,2014 Q4,2
6 months to under 1 year,Malaysia,Refusal,2014 Q4,1
6 months to under 1 year,Mauritius,Refusal,2014 Q4,2
6 months to under 1 year,Morocco,Refusal,2014 Q4,4
6 months to under 1 year,Namibia,Refusal,2014 Q4,1
6 months to under 1 year,Nigeria,Refusal,2014 Q4,23
6 months to under 1 year,Occupied Palestinian Territories,Refusal,2014 Q4,2
6 months to under 1 year,Pakistan,Refusal,2014 Q4,79
6 months to under 1 year,Poland,Refusal,2014 Q4,8
6 months to under 1 year,Portugal,Refusal,2014 Q4,1
6 months to under 1 year,Romania,Refusal,2014 Q4,1
6 months to under 1 year,Saudi Arabia,Refusal,2014 Q4,1
6 months to under 1 year,Sierra Leone,Refusal,2014 Q4,1
6 months to under 1 year,Somalia,Refusal,2014 Q4,16
6 months to under 1 year,South Africa,Refusal,2014 Q4,2
6 months to under 1 year,Sri Lanka,Refusal,2014 Q4,65
6 months to under 1 year,Stateless,Refusal,2014 Q4,3
6 months to under 1 year,Sudan,Refusal,2014 Q4,8
6 months to under 1 year,Sudan (South),Refusal,2014 Q4,1
6 months to under 1 year,Swaziland,Refusal,2014 Q4,1
6 months to under 1 year,Syria,Refusal,2014 Q4,4
6 months to under 1 year,Thailand,Refusal,2014 Q4,1
6 months to under 1 year,Trinidad and Tobago,Refusal,2014 Q4,2
6 months to under 1 year,Tunisia,Refusal,2014 Q4,2
6 months to under 1 year,Turkey,Refusal,2014 Q4,7
6 months to under 1 year,Uganda,Refusal,2014 Q4,6
6 months to under 1 year,Ukraine,Refusal,2014 Q4,6
6 months to under 1 year,United States,Refusal,2014 Q4,2
6 months to under 1 year,Uzbekistan,Refusal,2014 Q4,1
6 months to under 1 year,Vietnam,Refusal,2014 Q4,8
6 months to under 1 year,Yemen,Refusal,2014 Q4,2
6 months to under 1 year,Zambia,Refusal,2014 Q4,1
6 months to under 1 year,Zimbabwe,Refusal,2014 Q4,11
6 months to under 1 year,Afghanistan,Refusal,2015 Q1,29
6 months to under 1 year,Albania,Refusal,2015 Q1,54
6 months to under 1 year,Algeria,Refusal,2015 Q1,3
6 months to under 1 year,Angola,Refusal,2015 Q1,2
6 months to under 1 year,Antigua and Barbuda,Refusal,2015 Q1,1
6 months to under 1 year,Armenia,Refusal,2015 Q1,1
6 months to under 1 year,Azerbaijan,Refusal,2015 Q1,1
6 months to under 1 year,Bangladesh,Refusal,2015 Q1,29
6 months to under 1 year,Belarus,Refusal,2015 Q1,1
6 months to under 1 year,Botswana,Refusal,2015 Q1,1
6 months to under 1 year,Burma,Refusal,2015 Q1,7
6 months to under 1 year,Burundi,Refusal,2015 Q1,1
6 months to under 1 year,Canada,Refusal,2015 Q1,1
6 months to under 1 year,Central African Republic,Refusal,2015 Q1,1
6 months to under 1 year,China,Refusal,2015 Q1,43
6 months to under 1 year,Colombia,Refusal,2015 Q1,1
6 months to under 1 year,Congo,Refusal,2015 Q1,1
6 months to under 1 year,Congo (Democratic Republic),Refusal,2015 Q1,17
6 months to under 1 year,Egypt,Refusal,2015 Q1,13
6 months to under 1 year,Eritrea,Refusal,2015 Q1,11
6 months to under 1 year,Ethiopia,Refusal,2015 Q1,7
6 months to under 1 year,"Gambia, The",Refusal,2015 Q1,7
6 months to under 1 year,Ghana,Refusal,2015 Q1,7
6 months to under 1 year,Guinea,Refusal,2015 Q1,2
6 months to under 1 year,Honduras,Refusal,2015 Q1,1
6 months to under 1 year,India,Refusal,2015 Q1,12
6 months to under 1 year,Indonesia,Refusal,2015 Q1,1
6 months to under 1 year,Iran,Refusal,2015 Q1,35
6 months to under 1 year,Iraq,Refusal,2015 Q1,14
6 months to under 1 year,Israel,Refusal,2015 Q1,1
6 months to under 1 year,Ivory Coast,Refusal,2015 Q1,2
6 months to under 1 year,Jamaica,Refusal,2015 Q1,8
6 months to under 1 year,Jordan,Refusal,2015 Q1,3
6 months to under 1 year,Kenya,Refusal,2015 Q1,1
6 months to under 1 year,Latvia,Refusal,2015 Q1,1
6 months to under 1 year,Lebanon,Refusal,2015 Q1,3
6 months to under 1 year,Libya,Refusal,2015 Q1,7
6 months to under 1 year,Mauritius,Refusal,2015 Q1,2
6 months to under 1 year,Mongolia,Refusal,2015 Q1,1
6 months to under 1 year,Morocco,Refusal,2015 Q1,6
6 months to under 1 year,Namibia,Refusal,2015 Q1,1
6 months to under 1 year,Nigeria,Refusal,2015 Q1,36
6 months to under 1 year,Occupied Palestinian Territories,Refusal,2015 Q1,7
6 months to under 1 year,Oman,Refusal,2015 Q1,1
6 months to under 1 year,Pakistan,Refusal,2015 Q1,66
6 months to under 1 year,Philippines,Refusal,2015 Q1,1
6 months to under 1 year,Poland,Refusal,2015 Q1,1
6 months to under 1 year,Refugee,Refusal,2015 Q1,3
6 months to under 1 year,Sierra Leone,Refusal,2015 Q1,1
6 months to under 1 year,Somalia,Refusal,2015 Q1,13
6 months to under 1 year,South Africa,Refusal,2015 Q1,1
6 months to under 1 year,Sri Lanka,Refusal,2015 Q1,71
6 months to under 1 year,St. Vincent and the Grenadines,Refusal,2015 Q1,1
6 months to under 1 year,Stateless,Refusal,2015 Q1,1
6 months to under 1 year,Sudan,Refusal,2015 Q1,5
6 months to under 1 year,Syria,Refusal,2015 Q1,11
6 months to under 1 year,Trinidad and Tobago,Refusal,2015 Q1,4
6 months to under 1 year,Turkey,Refusal,2015 Q1,16
6 months to under 1 year,Uganda,Refusal,2015 Q1,4
6 months to under 1 year,Ukraine,Refusal,2015 Q1,6
6 months to under 1 year,Venezuela,Refusal,2015 Q1,4
6 months to under 1 year,Vietnam,Refusal,2015 Q1,18
6 months to under 1 year,Yemen,Refusal,2015 Q1,5
6 months to under 1 year,Zimbabwe,Refusal,2015 Q1,17
6 months to under 1 year,Afghanistan,Refusal,2015 Q2,13
6 months to under 1 year,Albania,Refusal,2015 Q2,48
6 months to under 1 year,Algeria,Refusal,2015 Q2,2
6 months to under 1 year,Angola,Refusal,2015 Q2,1
6 months to under 1 year,Armenia,Refusal,2015 Q2,1
6 months to under 1 year,Bangladesh,Refusal,2015 Q2,8
6 months to under 1 year,Belgium,Refusal,2015 Q2,1
6 months to under 1 year,Burma,Refusal,2015 Q2,3
6 months to under 1 year,Burundi,Refusal,2015 Q2,1
6 months to under 1 year,Cameroon,Refusal,2015 Q2,3
6 months to under 1 year,China,Refusal,2015 Q2,13
6 months to under 1 year,Colombia,Refusal,2015 Q2,1
6 months to under 1 year,Congo (Democratic Republic),Refusal,2015 Q2,7
6 months to under 1 year,Egypt,Refusal,2015 Q2,11
6 months to under 1 year,Eritrea,Refusal,2015 Q2,39
6 months to under 1 year,Ethiopia,Refusal,2015 Q2,4
6 months to under 1 year,"Gambia, The",Refusal,2015 Q2,4
6 months to under 1 year,Georgia,Refusal,2015 Q2,3
6 months to under 1 year,Ghana,Refusal,2015 Q2,4
6 months to under 1 year,Guinea,Refusal,2015 Q2,1
6 months to under 1 year,Guyana,Refusal,2015 Q2,1
6 months to under 1 year,India,Refusal,2015 Q2,15
6 months to under 1 year,Iran,Refusal,2015 Q2,24
6 months to under 1 year,Iraq,Refusal,2015 Q2,13
6 months to under 1 year,Ivory Coast,Refusal,2015 Q2,1
6 months to under 1 year,Jamaica,Refusal,2015 Q2,2
6 months to under 1 year,Kenya,Refusal,2015 Q2,3
6 months to under 1 year,Korea (South),Refusal,2015 Q2,1
6 months to under 1 year,Lebanon,Refusal,2015 Q2,1
6 months to under 1 year,Libya,Refusal,2015 Q2,16
6 months to under 1 year,Lithuania,Refusal,2015 Q2,1
6 months to under 1 year,Malawi,Refusal,2015 Q2,6
6 months to under 1 year,Mali,Refusal,2015 Q2,1
6 months to under 1 year,Mongolia,Refusal,2015 Q2,1
6 months to under 1 year,Morocco,Refusal,2015 Q2,1
6 months to under 1 year,Nigeria,Refusal,2015 Q2,23
6 months to under 1 year,Occupied Palestinian Territories,Refusal,2015 Q2,5
6 months to under 1 year,Pakistan,Refusal,2015 Q2,40
6 months to under 1 year,Poland,Refusal,2015 Q2,2
6 months to under 1 year,Portugal,Refusal,2015 Q2,1
6 months to under 1 year,Refugee,Refusal,2015 Q2,1
6 months to under 1 year,Russia,Refusal,2015 Q2,1
6 months to under 1 year,Rwanda,Refusal,2015 Q2,2
6 months to under 1 year,Saudi Arabia,Refusal,2015 Q2,1
6 months to under 1 year,Somalia,Refusal,2015 Q2,6
6 months to under 1 year,South Africa,Refusal,2015 Q2,3
6 months to under 1 year,Sri Lanka,Refusal,2015 Q2,27
6 months to under 1 year,Stateless,Refusal,2015 Q2,4
6 months to under 1 year,Sudan,Refusal,2015 Q2,9
6 months to under 1 year,Swaziland,Refusal,2015 Q2,1
6 months to under 1 year,Syria,Refusal,2015 Q2,9
6 months to under 1 year,Tonga,Refusal,2015 Q2,1
6 months to under 1 year,Turkey,Refusal,2015 Q2,6
6 months to under 1 year,Uganda,Refusal,2015 Q2,2
6 months to under 1 year,Ukraine,Refusal,2015 Q2,8
6 months to under 1 year,Vietnam,Refusal,2015 Q2,6
6 months to under 1 year,Yemen,Refusal,2015 Q2,1
6 months to under 1 year,Zimbabwe,Refusal,2015 Q2,14
6 months to under 1 year,Afghanistan,Refusal,2015 Q3,17
6 months to under 1 year,Albania,Refusal,2015 Q3,58
6 months to under 1 year,Algeria,Refusal,2015 Q3,4
6 months to under 1 year,Argentina,Refusal,2015 Q3,1
6 months to under 1 year,Bangladesh,Refusal,2015 Q3,14
6 months to under 1 year,Brazil,Refusal,2015 Q3,1
6 months to under 1 year,Burma,Refusal,2015 Q3,4
6 months to under 1 year,Cameroon,Refusal,2015 Q3,6
6 months to under 1 year,Chad,Refusal,2015 Q3,1
6 months to under 1 year,China,Refusal,2015 Q3,10
6 months to under 1 year,Congo (Democratic Republic),Refusal,2015 Q3,7
6 months to under 1 year,Egypt,Refusal,2015 Q3,4
6 months to under 1 year,El Salvador,Refusal,2015 Q3,3
6 months to under 1 year,Eritrea,Refusal,2015 Q3,32
6 months to under 1 year,Ethiopia,Refusal,2015 Q3,4
6 months to under 1 year,"Gambia, The",Refusal,2015 Q3,6
6 months to under 1 year,Georgia,Refusal,2015 Q3,1
6 months to under 1 year,Ghana,Refusal,2015 Q3,4
6 months to under 1 year,India,Refusal,2015 Q3,9
6 months to under 1 year,Iran,Refusal,2015 Q3,28
6 months to under 1 year,Iraq,Refusal,2015 Q3,16
6 months to under 1 year,Jamaica,Refusal,2015 Q3,8
6 months to under 1 year,Jordan,Refusal,2015 Q3,1
6 months to under 1 year,Kenya,Refusal,2015 Q3,2
6 months to under 1 year,Korea (North),Refusal,2015 Q3,2
6 months to under 1 year,Korea (South),Refusal,2015 Q3,2
6 months to under 1 year,Kosovo,Refusal,2015 Q3,4
6 months to under 1 year,Latvia,Refusal,2015 Q3,1
6 months to under 1 year,Lebanon,Refusal,2015 Q3,1
6 months to under 1 year,Libya,Refusal,2015 Q3,7
6 months to under 1 year,Mauritius,Refusal,2015 Q3,3
6 months to under 1 year,Mexico,Refusal,2015 Q3,1
6 months to under 1 year,Morocco,Refusal,2015 Q3,1
6 months to under 1 year,Nepal,Refusal,2015 Q3,5
6 months to under 1 year,Niger,Refusal,2015 Q3,1
6 months to under 1 year,Nigeria,Refusal,2015 Q3,42
6 months to under 1 year,Occupied Palestinian Territories,Refusal,2015 Q3,4
6 months to under 1 year,Oman,Refusal,2015 Q3,1
6 months to under 1 year,Other and unknown,Refusal,2015 Q3,1
6 months to under 1 year,Pakistan,Refusal,2015 Q3,40
6 months to under 1 year,Poland,Refusal,2015 Q3,1
6 months to under 1 year,Russia,Refusal,2015 Q3,2
6 months to under 1 year,Saudi Arabia,Refusal,2015 Q3,2
6 months to under 1 year,Senegal,Refusal,2015 Q3,1
6 months to under 1 year,Sierra Leone,Refusal,2015 Q3,3
6 months to under 1 year,Somalia,Refusal,2015 Q3,8
6 months to under 1 year,South Africa,Refusal,2015 Q3,2
6 months to under 1 year,Sri Lanka,Refusal,2015 Q3,26
6 months to under 1 year,Stateless,Refusal,2015 Q3,7
6 months to under 1 year,Sudan,Refusal,2015 Q3,7
6 months to under 1 year,Syria,Refusal,2015 Q3,12
6 months to under 1 year,Tanzania,Refusal,2015 Q3,1
6 months to under 1 year,Tunisia,Refusal,2015 Q3,2
6 months to under 1 year,Turkey,Refusal,2015 Q3,5
6 months to under 1 year,Uganda,Refusal,2015 Q3,5
6 months to under 1 year,Ukraine,Refusal,2015 Q3,3
6 months to under 1 year,United Arab Emirates,Refusal,2015 Q3,1
6 months to under 1 year,Vietnam,Refusal,2015 Q3,5
6 months to under 1 year,Zambia,Refusal,2015 Q3,1
6 months to under 1 year,Zimbabwe,Refusal,2015 Q3,14
6 months to under 1 year,Afghanistan,Refusal,2015 Q4,26
6 months to under 1 year,Albania,Refusal,2015 Q4,86
6 months to under 1 year,Algeria,Refusal,2015 Q4,1
6 months to under 1 year,Angola,Refusal,2015 Q4,4
6 months to under 1 year,Armenia,Refusal,2015 Q4,2
6 months to under 1 year,Bangladesh,Refusal,2015 Q4,17
6 months to under 1 year,Burma,Refusal,2015 Q4,3
6 months to under 1 year,Cameroon,Refusal,2015 Q4,5
6 months to under 1 year,Cape Verde,Refusal,2015 Q4,1
6 months to under 1 year,China,Refusal,2015 Q4,6
6 months to under 1 year,Congo (Democratic Republic),Refusal,2015 Q4,3
6 months to under 1 year,Czech Republic,Refusal,2015 Q4,1
6 months to under 1 year,Egypt,Refusal,2015 Q4,4
6 months to under 1 year,Eritrea,Refusal,2015 Q4,17
6 months to under 1 year,Ethiopia,Refusal,2015 Q4,8
6 months to under 1 year,"Gambia, The",Refusal,2015 Q4,12
6 months to under 1 year,Georgia,Refusal,2015 Q4,2
6 months to under 1 year,Ghana,Refusal,2015 Q4,2
6 months to under 1 year,Greece,Refusal,2015 Q4,1
6 months to under 1 year,Hungary,Refusal,2015 Q4,1
6 months to under 1 year,India,Refusal,2015 Q4,6
6 months to under 1 year,Iran,Refusal,2015 Q4,21
6 months to under 1 year,Iraq,Refusal,2015 Q4,16
6 months to under 1 year,Ivory Coast,Refusal,2015 Q4,1
6 months to under 1 year,Jamaica,Refusal,2015 Q4,9
6 months to under 1 year,Kazakhstan,Refusal,2015 Q4,1
6 months to under 1 year,Korea (North),Refusal,2015 Q4,2
6 months to under 1 year,Kosovo,Refusal,2015 Q4,1
6 months to under 1 year,Libya,Refusal,2015 Q4,12
6 months to under 1 year,Malawi,Refusal,2015 Q4,1
6 months to under 1 year,Mauritius,Refusal,2015 Q4,1
6 months to under 1 year,Morocco,Refusal,2015 Q4,2
6 months to under 1 year,Nepal,Refusal,2015 Q4,1
6 months to under 1 year,Nigeria,Refusal,2015 Q4,28
6 months to under 1 year,Occupied Palestinian Territories,Refusal,2015 Q4,7
6 months to under 1 year,Pakistan,Refusal,2015 Q4,40
6 months to under 1 year,Philippines,Refusal,2015 Q4,2
6 months to under 1 year,Poland,Refusal,2015 Q4,3
6 months to under 1 year,Russia,Refusal,2015 Q4,1
6 months to under 1 year,Sierra Leone,Refusal,2015 Q4,2
6 months to under 1 year,Slovakia,Refusal,2015 Q4,1
6 months to under 1 year,Somalia,Refusal,2015 Q4,5
6 months to under 1 year,South Africa,Refusal,2015 Q4,3
6 months to under 1 year,Sri Lanka,Refusal,2015 Q4,20
6 months to under 1 year,St. Vincent and the Grenadines,Refusal,2015 Q4,1
6 months to under 1 year,Stateless,Refusal,2015 Q4,1
6 months to under 1 year,Sudan,Refusal,2015 Q4,3
6 months to under 1 year,Syria,Refusal,2015 Q4,7
6 months to under 1 year,Tanzania,Refusal,2015 Q4,1
6 months to under 1 year,Togo,Refusal,2015 Q4,1
6 months to under 1 year,Trinidad and Tobago,Refusal,2015 Q4,1
6 months to under 1 year,Turkey,Refusal,2015 Q4,6
6 months to under 1 year,Uganda,Refusal,2015 Q4,2
6 months to under 1 year,Ukraine,Refusal,2015 Q4,1
6 months to under 1 year,Vietnam,Refusal,2015 Q4,14
6 months to under 1 year,Yemen,Refusal,2015 Q4,1
6 months to under 1 year,Zimbabwe,Refusal,2015 Q4,3
6 months to under 1 year,Afghanistan,Refusal,2016 Q1,46
6 months to under 1 year,Albania,Refusal,2016 Q1,38
6 months to under 1 year,Algeria,Refusal,2016 Q1,2
6 months to under 1 year,Angola,Refusal,2016 Q1,4
6 months to under 1 year,Bangladesh,Refusal,2016 Q1,21
6 months to under 1 year,Burma,Refusal,2016 Q1,2
6 months to under 1 year,Cameroon,Refusal,2016 Q1,4
6 months to under 1 year,China,Refusal,2016 Q1,9
6 months to under 1 year,Congo (Democratic Republic),Refusal,2016 Q1,2
6 months to under 1 year,Egypt,Refusal,2016 Q1,5
6 months to under 1 year,Eritrea,Refusal,2016 Q1,27
6 months to under 1 year,Ethiopia,Refusal,2016 Q1,7
6 months to under 1 year,"Gambia, The",Refusal,2016 Q1,6
6 months to under 1 year,Ghana,Refusal,2016 Q1,3
6 months to under 1 year,Guyana,Refusal,2016 Q1,1
6 months to under 1 year,Honduras,Refusal,2016 Q1,1
6 months to under 1 year,India,Refusal,2016 Q1,28
6 months to under 1 year,Iran,Refusal,2016 Q1,26
6 months to under 1 year,Iraq,Refusal,2016 Q1,37
6 months to under 1 year,Ivory Coast,Refusal,2016 Q1,1
6 months to under 1 year,Jamaica,Refusal,2016 Q1,4
6 months to under 1 year,Jordan,Refusal,2016 Q1,1
6 months to under 1 year,Korea (North),Refusal,2016 Q1,1
6 months to under 1 year,Kuwait,Refusal,2016 Q1,1
6 months to under 1 year,Libya,Refusal,2016 Q1,4
6 months to under 1 year,Lithuania,Refusal,2016 Q1,1
6 months to under 1 year,Malaysia,Refusal,2016 Q1,2
6 months to under 1 year,Mongolia,Refusal,2016 Q1,1
6 months to under 1 year,Morocco,Refusal,2016 Q1,1
6 months to under 1 year,Nigeria,Refusal,2016 Q1,17
6 months to under 1 year,Occupied Palestinian Territories,Refusal,2016 Q1,3
6 months to under 1 year,Pakistan,Refusal,2016 Q1,42
6 months to under 1 year,Philippines,Refusal,2016 Q1,2
6 months to under 1 year,Refugee,Refusal,2016 Q1,3
6 months to under 1 year,Romania,Refusal,2016 Q1,1
6 months to under 1 year,Russia,Refusal,2016 Q1,2
6 months to under 1 year,Sao Tome and Principe,Refusal,2016 Q1,1
6 months to under 1 year,Saudi Arabia,Refusal,2016 Q1,2
6 months to under 1 year,Sierra Leone,Refusal,2016 Q1,3
6 months to under 1 year,Somalia,Refusal,2016 Q1,4
6 months to under 1 year,Sri Lanka,Refusal,2016 Q1,15
6 months to under 1 year,Stateless,Refusal,2016 Q1,1
6 months to under 1 year,Sudan,Refusal,2016 Q1,17
6 months to under 1 year,Syria,Refusal,2016 Q1,9
6 months to under 1 year,Tanzania,Refusal,2016 Q1,1
6 months to under 1 year,Trinidad and Tobago,Refusal,2016 Q1,1
6 months to under 1 year,Tunisia,Refusal,2016 Q1,1
6 months to under 1 year,Turkey,Refusal,2016 Q1,7
6 months to under 1 year,Uganda,Refusal,2016 Q1,3
